continent,status,order,family,genus,species,mass.grams
Insular,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,virginiae,35.3
Insular,extinct,Dasyuromorphia,Thylacinidae,Thylacinus,sp.,30000
Insular,extant,Dermoptera,Cynocephalidae,Cynocephalus,variegatus,1025
Insular,extant,Didelphimorphia,Didelphidae,Monodelphis,maraxina,
Insular,extant,Diprotodontia,Acrobatidae,Distoechurus,pennatus,44.1
Insular,extant,Diprotodontia,Burramyidae,Cercartetus,caudatus,20
Insular,extinct,Diprotodontia,Diprotodontidae,Hulitherium,thomasettii,137500
Insular,extinct,Diprotodontia,Diprotodontidae,Kolopsis,watutense,300000
Insular,extinct,Diprotodontia,Diprotodontidae,Maokopia,ronaldi,100000
Insular,extant,Diprotodontia,Macropodidae,Dendrolagus,matschiei,6960
Insular,extant,Diprotodontia,Macropodidae,Dendrolagus,matschiei,6960
Insular,extant,Diprotodontia,Macropodidae,Dendrolagus,inustus,12625
Insular,extant,Diprotodontia,Macropodidae,Dendrolagus,ursinus,13250
Insular,extant,Diprotodontia,Macropodidae,Dendrolagus,dorianus,9581
Insular,extant,Diprotodontia,Macropodidae,Dendrolagus,goodfellowi,8025
Insular,extant,Diprotodontia,Macropodidae,Dendrolagus,inustus,13437.5
Insular,extant,Diprotodontia,Macropodidae,Dendrolagus,scottae,10375
Insular,extant,Diprotodontia,Macropodidae,Dendrolagus,spadix,9100
Insular,extant,Diprotodontia,Macropodidae,Dendrolagus,spp.,8750
Insular,extinct,Diprotodontia,Macropodidae,Dendrolagus,noibano,20000
Insular,extant,Diprotodontia,Macropodidae,Dorcopsis,atrata,5916.5
Insular,extant,Diprotodontia,Macropodidae,Dorcopsis,atrata,5916.5
Insular,extant,Diprotodontia,Macropodidae,Dorcopsis,muelleri,6000
Insular,extant,Diprotodontia,Macropodidae,Dorcopsis,hageni,5500
Insular,extant,Diprotodontia,Macropodidae,Dorcopsis,luctuosa,6352
Insular,extant,Diprotodontia,Macropodidae,Dorcopsis,muelleri,5000
Insular,extant,Diprotodontia,Macropodidae,Dorcopsulus,vanheurni,
Insular,extant,Diprotodontia,Macropodidae,Dorcopsulus,macleayi,2988
Insular,extant,Diprotodontia,Macropodidae,Dorcopsulus,vanheurni,1821.5
Insular,extant,Diprotodontia,Macropodidae,Macropus,agilis,15000
Insular,extinct,Diprotodontia,Macropodidae,Protemnodon,hopei,74000
Insular,extinct,Diprotodontia,Macropodidae,Protemnodon,nombe,30000
Insular,extinct,Diprotodontia,Macropodidae,Protemnodon,tumbuna,50000
Insular,extant,Diprotodontia,Macropodidae,Thylogale,browni,5478
Insular,extant,Diprotodontia,Macropodidae,Thylogale,brunii,
Insular,extant,Diprotodontia,Macropodidae,Thylogale,calabyi,
Insular,extant,Diprotodontia,Macropodidae,Thylogale,stigmatica,4600
Insular,extinct,Diprotodontia,Macropodidae,Thylogale,christenseni,1821.5
Insular,extinct,Diprotodontia,Macropodidae,Thylogale,sp.,5478
Insular,extant,Diprotodontia,Petauridae,Dactylopsila,tatei,252
Insular,extant,Diprotodontia,Petauridae,Dactylopsila,megalura,
Insular,extant,Diprotodontia,Petauridae,Dactylopsila,palpator,398
Insular,extant,Diprotodontia,Petauridae,Dactylopsila,trivirgata,404.1
Insular,extant,Diprotodontia,Petauridae,Petaurus,abidi,278
Insular,extant,Diprotodontia,Petauridae,Petaurus,breviceps,85.1
Insular,extant,Diprotodontia,Phalangeridae,Ailurops,ursinus,10000
Insular,extant,Diprotodontia,Phalangeridae,Ailurops,ursinus,10000
Insular,extant,Diprotodontia,Phalangeridae,Phalanger,pelengensis,
Insular,extant,Diprotodontia,Phalangeridae,Phalanger,lullulae,1632.5
Insular,extant,Diprotodontia,Phalangeridae,Phalanger,ornatus,1787.5
Insular,extant,Diprotodontia,Phalangeridae,Phalanger,rothschildi,1365
Insular,extant,Diprotodontia,Phalangeridae,Phalanger,carmelitae,2047.5
Insular,extant,Diprotodontia,Phalangeridae,Phalanger,intercastellanus,1747.5
Insular,extant,Diprotodontia,Phalangeridae,Phalanger,matanim,1550
Insular,extant,Diprotodontia,Phalangeridae,Phalanger,orientalis,2487.5
Insular,extant,Diprotodontia,Phalangeridae,Phalanger,sericeus,2003
Insular,extant,Diprotodontia,Phalangeridae,Phalanger,vestitus,1850
Insular,extant,Diprotodontia,Phalangeridae,Spilocuscus,maculatus,3813.5
Insular,extant,Diprotodontia,Phalangeridae,Spilocuscus,rufoniger,6000
Insular,extant,Diprotodontia,Phalangeridae,Strigocuscus,celebensis,
Insular,extant,Diprotodontia,Phalangeridae,Strigocuscus,gymnotis,2705
Insular,extant,Diprotodontia,Phalangeridae,Strigocuscus,gymnotis,2705
Insular,extant,Diprotodontia,Phalangeridae,Trichosurus,arnhemensis,1300
Insular,extant,Diprotodontia,Pseudocheiridae,Pseudocheirus,canescens,300
Insular,extant,Diprotodontia,Pseudocheiridae,Pseudocheirus,canescens,300
Insular,extant,Diprotodontia,Pseudocheiridae,Pseudocheirus,caroli,440
Insular,extant,Diprotodontia,Pseudocheiridae,Pseudocheirus,forbesi,649
Insular,extant,Diprotodontia,Pseudocheiridae,Pseudocheirus,mayeri,151.8
Insular,extant,Diprotodontia,Pseudocheiridae,Pseudocheirus,schlegeli,274.5
Insular,extant,Diprotodontia,Pseudocheiridae,Pseudochirops,albertisii,784.9
Insular,extant,Diprotodontia,Pseudocheiridae,Pseudochirops,albertisii,784.9
Insular,extant,Diprotodontia,Pseudocheiridae,Pseudochirops,corinnae,1123
Insular,extant,Diprotodontia,Pseudocheiridae,Pseudochirops,coronatus,1500
Insular,extant,Diprotodontia,Pseudocheiridae,Pseudochirops,cupreus,1724.5
Insular,extant,Insectivora,Erinaceidae,Echinosorex,gymnura,957
Insular,extant,Insectivora,Erinaceidae,Hylomys,hainanensis,
Insular,extant,Insectivora,Erinaceidae,Hylomys,suillus,64
Insular,extant,Insectivora,Erinaceidae,Podogymnura,aureospinula,
Insular,extant,Insectivora,Erinaceidae,Podogymnura,truei,
Insular,historical,Insectivora,Nesophontidae,Nesophontes,edithae,
Insular,historical,Insectivora,Nesophontidae,Nesophontes,hypomicrus,
Insular,historical,Insectivora,Nesophontidae,Nesophontes,longirostris,
Insular,historical,Insectivora,Nesophontidae,Nesophontes,major,
Insular,historical,Insectivora,Nesophontidae,Nesophontes,micrus,
Insular,historical,Insectivora,Nesophontidae,Nesophontes,paramicrus,
Insular,historical,Insectivora,Nesophontidae,Nesophontes,submicrus,
Insular,historical,Insectivora,Nesophontidae,Nesophontes,zamicrus,
Insular,extant,Insectivora,Solenodontidae,Solenodon,paradoxus,900
Insular,extant,Insectivora,Solenodontidae,Solenodon,cubanus,650
Insular,historical,Insectivora,Solenodontidae,Solenodon,marcanoi,
Insular,extant,Insectivora,Soricidae,Chimarrogale,himalayica,
Insular,extant,Insectivora,Soricidae,Chimarrogale,phaeura,
Insular,extant,Insectivora,Soricidae,Chimarrogale,sumatrana,
Insular,extant,Insectivora,Soricidae,Chimarrogale,platycephala,32
Insular,extant,Insectivora,Soricidae,Crocidura,andamanensis,
Insular,extant,Insectivora,Soricidae,Crocidura,attenuata,
Insular,extant,Insectivora,Soricidae,Crocidura,attenuata,
Insular,extant,Insectivora,Soricidae,Crocidura,beccarii,
Insular,extant,Insectivora,Soricidae,Crocidura,cossyrensis,
Insular,extant,Insectivora,Soricidae,Crocidura,dsinezumi,
Insular,extant,Insectivora,Soricidae,Crocidura,elongata,
Insular,extant,Insectivora,Soricidae,Crocidura,grandis,
Insular,extant,Insectivora,Soricidae,Crocidura,hispida,
Insular,extant,Insectivora,Soricidae,Crocidura,jenkinsi,
Insular,extant,Insectivora,Soricidae,Crocidura,lea,
Insular,extant,Insectivora,Soricidae,Crocidura,levicula,
Insular,extant,Insectivora,Soricidae,Crocidura,maxi,
Insular,extant,Insectivora,Soricidae,Crocidura,mindorus,
Insular,extant,Insectivora,Soricidae,Crocidura,minuta,
Insular,extant,Insectivora,Soricidae,Crocidura,monticola,
Insular,extant,Insectivora,Soricidae,Crocidura,neglecta,
Insular,extant,Insectivora,Soricidae,Crocidura,negrina,
Insular,extant,Insectivora,Soricidae,Crocidura,nicobarica,
Insular,extant,Insectivora,Soricidae,Crocidura,orii,
Insular,extant,Insectivora,Soricidae,Crocidura,osorio,
Insular,extant,Insectivora,Soricidae,Crocidura,palawanensis,
Insular,extant,Insectivora,Soricidae,Crocidura,paradoxura,
Insular,extant,Insectivora,Soricidae,Crocidura,rhoditis,
Insular,extant,Insectivora,Soricidae,Crocidura,sicula,
Insular,extant,Insectivora,Soricidae,Crocidura,tenuis,
Insular,extant,Insectivora,Soricidae,Crocidura,zimmermanni,
Insular,extant,Insectivora,Soricidae,Crocidura,canariensis,7.5
Insular,extant,Insectivora,Soricidae,Crocidura,grayi,10.3
Insular,extant,Insectivora,Soricidae,Crocidura,beatus,10.6
Insular,extant,Insectivora,Soricidae,Crocidura,horsfieldii,
Insular,extant,Insectivora,Soricidae,Crocidura,miya,
Insular,extant,Insectivora,Soricidae,Feroculus,feroculus,36
Insular,extant,Insectivora,Soricidae,Solisorex,pearsoni,
Insular,extant,Insectivora,Soricidae,Sorex,daphaenodon,
Insular,extant,Insectivora,Soricidae,Sorex,gracillimus,
Insular,extant,Insectivora,Soricidae,Sorex,gracillimus,
Insular,extant,Insectivora,Soricidae,Sorex,hosonoi,
Insular,extant,Insectivora,Soricidae,Sorex,hydrodromus,
Insular,extant,Insectivora,Soricidae,Sorex,isodon,
Insular,extant,Insectivora,Soricidae,Sorex,jacksoni,
Insular,extant,Insectivora,Soricidae,Sorex,leucogaster,
Insular,extant,Insectivora,Soricidae,Sorex,sadonis,
Insular,extant,Insectivora,Soricidae,Sorex,shinto,
Insular,extant,Insectivora,Soricidae,Sorex,tundrensis,
Insular,extant,Insectivora,Soricidae,Sorex,unguiculatus,
Insular,extant,Insectivora,Soricidae,Sorex,unguiculatus,
Insular,extant,Insectivora,Soricidae,Sorex,minutissimus,2.4
Insular,extant,Insectivora,Soricidae,Soriculus,fumidus,
Insular,extant,Insectivora,Soricidae,Suncus,ater,
Insular,extant,Insectivora,Soricidae,Suncus,hosei,
Insular,extant,Insectivora,Soricidae,Suncus,mertensi,
Insular,extant,Insectivora,Soricidae,Suncus,montanus,
Insular,extant,Insectivora,Soricidae,Suncus,fellowesgordoni,
Insular,extant,Insectivora,Soricidae,Suncus,zeylanicus,
Insular,extant,Insectivora,Soricidae,Suncus,madagascariensis,3.5
Insular,extant,Insectivora,Soricidae,Suncus,madagascariensis,3.5
Insular,extant,Insectivora,Soricidae,Suncus,murinus,40
Insular,extant,Insectivora,Soricidae,Suncus,murinus,53.7
Insular,extant,Insectivora,Soricidae,Suncus,murinus,53.7
Insular,extant,Insectivora,Talpidae,Euroscaptor,mizura,
Insular,extant,Insectivora,Talpidae,Mogera,etigo,
Insular,extant,Insectivora,Talpidae,Mogera,insularis,
Insular,extant,Insectivora,Talpidae,Mogera,kobeae,
Insular,extant,Insectivora,Talpidae,Mogera,minor,
Insular,extant,Insectivora,Talpidae,Mogera,tokudae,
Insular,extant,Insectivora,Talpidae,Mogera,wogura,
Insular,extant,Insectivora,Talpidae,Nesoscaptor,uchidai,
Insular,extant,Insectivora,Talpidae,Talpa,stankovici,
Insular,extant,Insectivora,Talpidae,Urotrichus,pilirostris,
Insular,extant,Insectivora,Talpidae,Urotrichus,talpoides,45
Insular,extant,Insectivora,Tenrecidae,Echinops,telfairi,180
Insular,extant,Insectivora,Tenrecidae,Echinops,telfairi,85.5
Insular,extant,Insectivora,Tenrecidae,Geogale,aurita,7
Insular,extant,Insectivora,Tenrecidae,Geogale,aurita,6.7
Insular,extant,Insectivora,Tenrecidae,Hemicentetes,semispinosus,134
Insular,extant,Insectivora,Tenrecidae,Hemicentetes,nigricepts,113
Insular,extant,Insectivora,Tenrecidae,Hemicentetes,semispinosus,137.8
Insular,extant,Insectivora,Tenrecidae,Limnogale,mergulus,79.5
Insular,extant,Insectivora,Tenrecidae,Limnogale,mergulus,77.7
Insular,extant,Insectivora,Tenrecidae,Microgale,dobsoni,38
Insular,extant,Insectivora,Tenrecidae,Microgale,talazaci,48
Insular,extant,Insectivora,Tenrecidae,Microgale,dryas,40
Insular,extant,Insectivora,Tenrecidae,Microgale,longirostris,25
Insular,extant,Insectivora,Tenrecidae,Microgale,brevicaudata,11.3
Insular,extant,Insectivora,Tenrecidae,Microgale,cowani,13.8
Insular,extant,Insectivora,Tenrecidae,Microgale,dobsoni,34
Insular,extant,Insectivora,Tenrecidae,Microgale,drouhardi,10.5
Insular,extant,Insectivora,Tenrecidae,Microgale,fotsifotsy,7.7
Insular,extant,Insectivora,Tenrecidae,Microgale,gracilis,23.3
Insular,extant,Insectivora,Tenrecidae,Microgale,gymnorhyncha,18.2
Insular,extant,Insectivora,Tenrecidae,Microgale,longicaudata,7.3
Insular,extant,Insectivora,Tenrecidae,Microgale,monticola,13.9
Insular,extant,Insectivora,Tenrecidae,Microgale,parvula,3.4
Insular,extant,Insectivora,Tenrecidae,Microgale,principula,10.2
Insular,extant,Insectivora,Tenrecidae,Microgale,pusilla,3.4
Insular,extant,Insectivora,Tenrecidae,Microgale,soricoides,18.7
Insular,extant,Insectivora,Tenrecidae,Microgale,taiva,12.4
Insular,extant,Insectivora,Tenrecidae,Microgale,talazaci,37
Insular,extant,Insectivora,Tenrecidae,Microgale,thomasi,22.9
Insular,extant,Insectivora,Tenrecidae,Oryzorictes,talpoides,35
Insular,extant,Insectivora,Tenrecidae,Oryzorictes,hova,36.5
Insular,extant,Insectivora,Tenrecidae,Oryzorictes,tetradactylus,36
Insular,extant,Insectivora,Tenrecidae,Setifer,setosus,294
Insular,extant,Insectivora,Tenrecidae,Setifer,setosus,212.8
Insular,extant,Insectivora,Tenrecidae,Tenrec,ecaudatus,868
Insular,extant,Insectivora,Tenrecidae,Tenrec,ecaudatus,500
Insular,extant,Lagomorpha,Leporidae,Lepus,brachyurus,
Insular,extant,Lagomorpha,Leporidae,Lepus,hainanus,
Insular,extant,Lagomorpha,Leporidae,Lepus,insularis,
Insular,extant,Lagomorpha,Leporidae,Lepus,sinensis,
Insular,extant,Lagomorpha,Leporidae,Lepus,nigricollis,2497
Insular,extant,Lagomorpha,Leporidae,Nesolagus,netscheri,
Insular,extant,Lagomorpha,Leporidae,Pentalagus,furnessi,
Insular,extant,Lagomorpha,Leporidae,Sylvilagus,mansuetus,
Insular,extant,Lagomorpha,Ochotonidae,Ochotona,hyperborea,
Insular,historical,Lagomorpha,Ochotonidae,Prolagus,sardus,
Insular,extant,Monotremata,Tachyglossidae,Tachyglossus,aculeatus,1550
Insular,extant,Monotremata,Tachyglossidae,Zaglossus,bruijnii,7800
Insular,extant,Peramelemorphia,Peramelidae,Isoodon,macrourus,1600
Insular,extant,Peramelemorphia,Peroryctidae,Echymipera,kalubu,695
Insular,extant,Peramelemorphia,Peroryctidae,Echymipera,davidi,950
Insular,extant,Peramelemorphia,Peroryctidae,Echymipera,kalubu,693
Insular,extant,Peramelemorphia,Peroryctidae,Echymipera,clara,1236.5
Insular,extant,Peramelemorphia,Peroryctidae,Echymipera,echinista,1000
Insular,extant,Peramelemorphia,Peroryctidae,Echymipera,kalubu,958.5
Insular,extant,Peramelemorphia,Peroryctidae,Echymipera,rufescens,1100
Insular,extant,Peramelemorphia,Peroryctidae,Microperoryctes,longicauda,538
Insular,extant,Peramelemorphia,Peroryctidae,Microperoryctes,murina,
Insular,extant,Peramelemorphia,Peroryctidae,Microperoryctes,papuensis,158
Insular,extant,Peramelemorphia,Peroryctidae,Peroryctes,broadbenti,4800
Insular,extant,Peramelemorphia,Peroryctidae,Peroryctes,raffrayana,838.5
Insular,extant,Peramelemorphia,Peroryctidae,Rhynchomeles,prattorum,
Insular,extant,Perissodactyla,Rhinocerotidae,Dicerorhinus,sumatrensis,1266667
Insular,extinct,Perissodactyla,Tapiridae,Tapirus,indicus,296250
Insular,extant,Pholidota,Manidae,Manis,crassicaudata,13014.7
Insular,historical,Primates,Archaeolemuridae,Archaeolemur,edwardsi,20000
Insular,historical,Primates,Archaeolemuridae,Archaeolemur,majori,20000
Insular,extinct,Primates,Archaeolemuridae,Hadropithecus,stenognathus,17000
Insular,extant,Primates,Callitrichidae,Leontopithecus,caissara,572
Insular,extant,Primates,Cebidae,Alouatta,coibensis,
Insular,extant,Primates,Cercopithecidae,Macaca,nigra,6400
Insular,extant,Primates,Cercopithecidae,Macaca,sinica,3590
Insular,extant,Primates,Cercopithecidae,Macaca,fuscata,10400
Insular,extant,Primates,Cercopithecidae,Macaca,maura,7300
Insular,extant,Primates,Cercopithecidae,Macaca,fascicularis,4750
Insular,extant,Primates,Cercopithecidae,Macaca,nemestrina,6500
Insular,extant,Primates,Cercopithecidae,Macaca,cyclopis,6000
Insular,extant,Primates,Cercopithecidae,Macaca,ochreata,2600
Insular,extant,Primates,Cercopithecidae,Macaca,tonkeana,9000
Insular,extant,Primates,Cercopithecidae,Nasalis,larvatus,9000
Insular,extant,Primates,Cercopithecidae,Nasalis,concolor,7100
Insular,extant,Primates,Cercopithecidae,Presbytis,melalophos,6300
Insular,extant,Primates,Cercopithecidae,Presbytis,comata,6250
Insular,extant,Primates,Cercopithecidae,Presbytis,potenziani,6450
Insular,extant,Primates,Cercopithecidae,Presbytis,rubicunda,6300
Insular,extant,Primates,Cercopithecidae,Presbytis,hosei,6500
Insular,extant,Primates,Cercopithecidae,Presbytis,frontata,6050
Insular,extant,Primates,Cercopithecidae,Presbytis,femoralis,7000
Insular,extant,Primates,Cercopithecidae,Presbytis,thomasi,6690
Insular,extant,Primates,Cercopithecidae,Pygathrix,nemaeus,8310
Insular,extant,Primates,Cercopithecidae,Semnopithecus,entellus,11009.5
Insular,extant,Primates,Cercopithecidae,Semnopithecus,entellus,9080
Insular,extant,Primates,Cercopithecidae,Trachypithecus,auratus,
Insular,extant,Primates,Cercopithecidae,Trachypithecus,vetulus,8830
Insular,extant,Primates,Cercopithecidae,Trachypithecus,johnii,10442
Insular,extant,Primates,Cheirogaleidae,Allocebus,trichotis,77.5
Insular,extant,Primates,Cheirogaleidae,Cheirogaleus,major,450
Insular,extant,Primates,Cheirogaleidae,Cheirogaleus,major,450
Insular,extant,Primates,Cheirogaleidae,Cheirogaleus,medius,181
Insular,extant,Primates,Cheirogaleidae,Cheirogaleus,medius,181
Insular,extant,Primates,Cheirogaleidae,Microcebus,coquereli,308
Insular,extant,Primates,Cheirogaleidae,Microcebus,murinus,69
Insular,extant,Primates,Cheirogaleidae,Microcebus,murinus,69
Insular,extant,Primates,Cheirogaleidae,Microcebus,myoxinus,30
Insular,extant,Primates,Cheirogaleidae,Microcebus,ravelobensis,55
Insular,extant,Primates,Cheirogaleidae,Microcebus,rufus,42.5
Insular,extant,Primates,Cheirogaleidae,Mirza,coquereli,308
Insular,extant,Primates,Cheirogaleidae,Phaner,furcifer,400
Insular,extant,Primates,Cheirogaleidae,Phaner,furcifer,400
Insular,extant,Primates,Daubentoniidae,Daubentonia,madagascariensis,2500
Insular,extant,Primates,Daubentoniidae,Daubentonia,madagascariensis,2500
Insular,extinct,Primates,Daubentoniidae,Daubentonia,robusta,10000
Insular,extant,Primates,Hominidae,Pongo,pygmaeus,37000
Insular,extant,Primates,Hylobatidae,Hylobates,muelleri,6000
Insular,extant,Primates,Hylobatidae,Hylobates,klossii,5800
Insular,extant,Primates,Hylobatidae,Hylobates,concolor,6684.5
Insular,extant,Primates,Indridae,Avahi,laniger,900
Insular,extant,Primates,Indridae,Avahi,laniger,900
Insular,extant,Primates,Indridae,Avahi,occidentalis,800
Insular,extant,Primates,Indridae,Indri,indri,8000
Insular,extant,Primates,Indridae,Indri,indri,8000
Insular,extant,Primates,Indridae,Propithecus,verreauxi,3480
Insular,extant,Primates,Indridae,Propithecus,diadema,7500
Insular,extant,Primates,Indridae,Propithecus,tattersalli,3500
Insular,extant,Primates,Lemuridae,Eulemur,fulvus,3150
Insular,extant,Primates,Lemuridae,Eulemur,macaco,2040
Insular,extant,Primates,Lemuridae,Eulemur,mongoz,1600
Insular,extant,Primates,Lemuridae,Eulemur,rubriventer,1400
Insular,extant,Primates,Lemuridae,Eulemur,coronatus,1650
Insular,extant,Primates,Lemuridae,Hapalemur,griseus,800
Insular,extant,Primates,Lemuridae,Hapalemur,griseus,2000
Insular,extant,Primates,Lemuridae,Hapalemur,aureus,1575
Insular,extant,Primates,Lemuridae,Hapalemur,simus,2350
Insular,extant,Primates,Lemuridae,Lemur,catta,2900
Insular,historical,Primates,Lemuridae,Pachylemur,isignis,9000
Insular,historical,Primates,Lemuridae,Pachylemur,jullyi,9000
Insular,extant,Primates,Lemuridae,Varecia,variegata,3850
Insular,extant,Primates,Lemuridae,Varecia,variegata,3850
Insular,extant,Primates,Loridae,Loris,tardigradus,239.3
Insular,extant,Primates,Loridae,Nycticebus,coucang,420
Insular,extant,Primates,Megaladapidae,Lepilemur,mustelinus,773
Insular,extant,Primates,Megaladapidae,Lepilemur,mustelinus,773
Insular,extant,Primates,Megaladapidae,Lepilemur,ruficaudatus,750
Insular,extant,Primates,Megaladapidae,Lepilemur,leucopus,700
Insular,extant,Primates,Megaladapidae,Lepilemur,dorsalis,500
Insular,extant,Primates,Megaladapidae,Lepilemur,edwardsi,700
Insular,extant,Primates,Megaladapidae,Lepilemur,leucopus,600
Insular,extant,Primates,Megaladapidae,Lepilemur,microdon,900
Insular,extant,Primates,Megaladapidae,Lepilemur,ruficaudatus,650
Insular,extant,Primates,Megaladapidae,Lepilemur,septentrionalis,750
Insular,historical,Primates,Megaladapidae,Megaladapis,edwardsi,75000
Insular,historical,Primates,Megaladapidae,Megaladapis,grandidieri,52500
Insular,historical,Primates,Megaladapidae,Megaladapis,madagascariensis,52500
Insular,extinct,Primates,Palaeopropithecidae,Archaeoindris,fontoynontii,200000
Insular,extinct,Primates,Palaeopropithecidae,Babakotia,radofilai,15000
Insular,extinct,Primates,Palaeopropithecidae,Mesopropithecus,dolichobrachion,10000
Insular,extinct,Primates,Palaeopropithecidae,Mesopropithecus,globiceps,10000
Insular,extinct,Primates,Palaeopropithecidae,Mesopropithecus,prithecoides,10000
Insular,extinct,Primates,Palaeopropithecidae,Palaeopropithecus,ingens,47500
Insular,extinct,Primates,Palaeopropithecidae,Palaeopropithecus,maximus,47500
Insular,extant,Primates,Tarsiidae,Tarsius,pumilus,
Insular,extant,Primates,Tarsiidae,Tarsius,syrichta,104
Insular,extant,Primates,Tarsiidae,Tarsius,spectrum,200
Insular,extant,Primates,Tarsiidae,Tarsius,bancanus,110.5
Insular,extant,Primates,Tarsiidae,Tarsius,dianae,107
Insular,extant,Proboscidea,Elephantidae,Elephas,maximus,3305120
Insular,extant,Proboscidea,Elephantidae,Elephas,maximus,2720000
Insular,extant,Rodentia,Capromyidae,Capromys,pilorides,5650
Insular,extant,Rodentia,Capromyidae,Geocapromys,brownii,1500
Insular,extant,Rodentia,Capromyidae,Geocapromys,ingrahami,800
Insular,historical,Rodentia,Capromyidae,Geocapromys,thoracatus,1500
Insular,extant,Rodentia,Capromyidae,Hexolobodon,phenax,
Insular,extant,Rodentia,Capromyidae,Isolobodon,montanus,
Insular,extant,Rodentia,Capromyidae,Isolobodon,portoricensis,
Insular,extant,Rodentia,Capromyidae,Mesocapromys,angelcabrerai,
Insular,extant,Rodentia,Capromyidae,Mesocapromys,auritus,
Insular,extant,Rodentia,Capromyidae,Mesocapromys,nanus,
Insular,extant,Rodentia,Capromyidae,Mesocapromys,sanfelipensis,
Insular,extant,Rodentia,Capromyidae,Mysateles,garridoi,
Insular,extant,Rodentia,Capromyidae,Mysateles,gundlachi,
Insular,extant,Rodentia,Capromyidae,Mysateles,melanurus,
Insular,extant,Rodentia,Capromyidae,Mysateles,meridionalis,
Insular,extant,Rodentia,Capromyidae,Mysateles,prehensilis,
Insular,extant,Rodentia,Capromyidae,Plagiodontia,aedium,1267
Insular,historical,Rodentia,Capromyidae,Plagiodontia,araeum,
Insular,historical,Rodentia,Capromyidae,Plagiodontia,ipnaeum,
Insular,historical,Rodentia,Capromyidae,Rhizoplagiodontia,lemkei,
Insular,extant,Rodentia,Ctenodactylidae,Massoutiera,mzabi,194
Insular,extant,Rodentia,Dasyproctidae,Dasyprocta,coibae,
Insular,extant,Rodentia,Dasyproctidae,Dasyprocta,ruatanica,
Insular,extant,Rodentia,Dipodidae,Salpingotus,pallidus,
Insular,extant,Rodentia,Dipodidae,Sicista,caudata,
Insular,extant,Rodentia,Echimyidae,Boromys,offella,
Insular,extant,Rodentia,Echimyidae,Boromys,torrei,
Insular,extant,Rodentia,Echimyidae,Brotomys,contractus,
Insular,extant,Rodentia,Echimyidae,Brotomys,voratus,
Insular,extant,Rodentia,Echimyidae,Heteropsomys,antillensis,
Insular,extant,Rodentia,Echimyidae,Heteropsomys,insulans,
Insular,extant,Rodentia,Echimyidae,Proechimys,trinitatis,
Insular,extinct,Rodentia,Echimyidae,Puertoricomys,corozalus,
Insular,historical,Rodentia,Erethizontidae,Sphiggurus,pallidus,
Insular,extant,Rodentia,Heptaxodontidae,Amblyrhiza,inundata,
Insular,extant,Rodentia,Heptaxodontidae,Clidomys,osborni,
Insular,extant,Rodentia,Heptaxodontidae,Clidomys,parvus,
Insular,historical,Rodentia,Heptaxodontidae,Elasmodontomys,obliquus,13700
Insular,historical,Rodentia,Heptaxodontidae,Quemisia,gravis,
Insular,extant,Rodentia,Heteromyidae,Dipodomys,margaritae,
Insular,extant,Rodentia,Heteromyidae,Dipodomys,compactus,49.3
Insular,extant,Rodentia,Hystricidae,Hystrix,crassispinis,
Insular,extant,Rodentia,Hystricidae,Hystrix,javanica,
Insular,extant,Rodentia,Hystricidae,Hystrix,sumatrae,
Insular,extant,Rodentia,Hystricidae,Hystrix,pumila,2740
Insular,extant,Rodentia,Hystricidae,Hystrix,indica,10221.7
Insular,extant,Rodentia,Hystricidae,Hystrix,brachyura,8000
Insular,extant,Rodentia,Hystricidae,Trichys,fasciculata,1750
Insular,extant,Rodentia,Muridae,Abditomys,latidens,
Insular,extant,Rodentia,Muridae,Acomys,nesiotes,
Insular,extant,Rodentia,Muridae,Acomys,minous,62.5
Insular,extant,Rodentia,Muridae,Akodon,hershkovitzi,
Insular,extant,Rodentia,Muridae,Akodon,markhami,
Insular,extant,Rodentia,Muridae,Anisomys,imitator,510.5
Insular,extant,Rodentia,Muridae,Anonymomys,mindorensis,
Insular,extant,Rodentia,Muridae,Apodemus,argenteus,
Insular,extant,Rodentia,Muridae,Apodemus,semotus,
Insular,extant,Rodentia,Muridae,Apodemus,speciosus,
Insular,extant,Rodentia,Muridae,Apomys,abrae,
Insular,extant,Rodentia,Muridae,Apomys,datae,
Insular,extant,Rodentia,Muridae,Apomys,hylocoetes,
Insular,extant,Rodentia,Muridae,Apomys,insignis,
Insular,extant,Rodentia,Muridae,Apomys,sacobianus,
Insular,extant,Rodentia,Muridae,Apomys,microdon,35.1
Insular,extant,Rodentia,Muridae,Apomys,musculus,21.2
Insular,extant,Rodentia,Muridae,Apomys,littoralis,31
Insular,extant,Rodentia,Muridae,Archboldomys,luzonensis,35.4
Insular,extant,Rodentia,Muridae,Bandicota,bengalensis,227
Insular,extant,Rodentia,Muridae,Bandicota,indica,939.9
Insular,extant,Rodentia,Muridae,Batomys,dentatus,
Insular,extant,Rodentia,Muridae,Batomys,granti,177.8
Insular,extant,Rodentia,Muridae,Batomys,salomonseni,187
Insular,extant,Rodentia,Muridae,Brachytarsomys,albicauda,200
Insular,extant,Rodentia,Muridae,Brachytarsomys,villosa,220
Insular,extant,Rodentia,Muridae,Brachyuromys,betsileoensis,92.5
Insular,extant,Rodentia,Muridae,Brachyuromys,ramirohitra,90
